Album,Artist,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Phone,PostalCode,Region,State,Track,Bytes,Milliseconds,Number of Records,Quantity,Sales,UnitPrice
Quanta Gente Veio Ver (Live),Gilberto Gil,São Paulo,Banco do Brasil S.A.,,Brazil,11,alero@uol.com.br,Alexandre,Latin,3/18/12 00:00,349,Rocha,MPEG audio file,+55 (11) 3055-3278,01310-200,South America,SP,Is This Love (Live),9.82M,295262,1,1,0.99,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Edmonton,Telus,,Canada,14,mphilips12@shaw.ca,Mark,Latin,3/31/12 00:00,351,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Pela Internet (Live),8.80M,263471,1,2,1.98,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Edmonton,Telus,,Canada,14,mphilips12@shaw.ca,Mark,Latin,3/31/12 00:00,351,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Quanta (Live),11.77M,357485,1,2,1.98,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,3/31/12 00:00,350,Almeida,MPEG audio file,+55 (21) 2271-7000,20040-020,South America,RJ,Refavela (Live),7.99M,236695,1,3,2.97,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,3/31/12 00:00,350,Almeida,MPEG audio file,+55 (21) 2271-7000,20040-020,South America,RJ,Stir It Up (Live),9.59M,282409,1,3,2.97,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Latin,4/1/12 00:00,352,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,A Novidade (Live),10.51M,316969,1,1,0.99,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Latin,4/1/12 00:00,352,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,De Ouro E Marfim (Live),7.84M,234971,1,2,1.98,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Latin,4/1/12 00:00,352,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,OpachorÃ´ (Live),8.60M,259526,1,3,2.97,0.99
Quanta Gente Veio ver--BÃ´nus De Carnaval,Gilberto Gil,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Jazz,4/1/12 00:00,352,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Lamento De Carnaval,9.82M,294530,1,4,3.96,0.99
Unplugged,Eric Clapton,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,A Paz,9.59M,293093,1,2,1.98,0.99
Unplugged,Eric Clapton,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Tempo Rei,10.02M,302733,1,2,1.98,0.99
Unplugged,Eric Clapton,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Refazenda,7.24M,218305,1,5,4.95,0.99
Unplugged,Eric Clapton,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Toda Menina Baiana,9.35M,278177,1,5,4.95,0.99
Faceless,Godsmack,Mountain View,,Sully Erna,USA,20,dmiller@comcast.com,Dan,Metal,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,I Fucking Hate You,8.06M,247170,1,5,4.95,0.99
Faceless,Godsmack,Mountain View,,Sully Erna; Tony Rombola,USA,20,dmiller@comcast.com,Dan,Metal,4/2/12 00:00,353,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Changes,8.46M,260022,1,5,4.95,0.99
American Idiot,Green Day,Fort Worth,,Green Day,USA,26,ricunningham@hotmail.com,Richard,Alternative & Punk,4/5/12 00:00,354,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Give Me Novacaine,6.75M,205871,1,1,0.99,0.99
Use Your Illusion II,Guns N' Roses,Fort Worth,,Izzy Stradlin',USA,26,ricunningham@hotmail.com,Richard,Metal,4/5/12 00:00,354,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Pretty Tied Up,9.41M,287477,1,1,0.99,0.99
Use Your Illusion II,Guns N' Roses,Fort Worth,,Izzy Stradlin'/W. Axl Rose,USA,26,ricunningham@hotmail.com,Richard,Metal,4/5/12 00:00,354,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,14 Years,8.54M,261355,1,2,1.98,0.99
American Idiot,Green Day,Fort Worth,,"Billie Joe Armstrong, Mike Dirnt, TrÃ© Cool",USA,26,ricunningham@hotmail.com,Richard,Alternative & Punk,4/5/12 00:00,354,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,American Idiot,5.71M,174419,1,4,3.96,0.99
American Idiot,Green Day,Fort Worth,,Green Day,USA,26,ricunningham@hotmail.com,Richard,Alternative & Punk,4/5/12 00:00,354,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Whatsername,8.24M,252316,1,5,4.95,0.99
Appetite for Destruction,Guns N' Roses,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Rock,4/5/12 00:00,354,Cunningham,Protected AAC audio file,+1 (817) 924-7272,76110,North  America,TX,Rocket Queen,6.19M,375349,1,1,0.99,0.99
Appetite for Destruction,Guns N' Roses,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Rock,4/5/12 00:00,354,Cunningham,Protected AAC audio file,+1 (817) 924-7272,76110,North  America,TX,Paradise City,6.69M,406347,1,1,0.99,0.99
Use Your Illusion I,Guns N' Roses,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Rock,4/5/12 00:00,354,Cunningham,Protected AAC audio file,+1 (817) 924-7272,76110,North  America,TX,Garden of Eden,2.84M,161539,1,4,3.96,0.99
Use Your Illusion I,Guns N' Roses,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Rock,4/5/12 00:00,354,Cunningham,Protected AAC audio file,+1 (817) 924-7272,76110,North  America,TX,You Ain't the First,2.75M,156268,1,5,4.95,0.99
Dance Of Death,Iron Maiden,Porto,,Adrian Smith/Bruce Dickinson/Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Heavy Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Face In The Sand,15.65M,391105,1,1,0.99,0.99
Killers,Iron Maiden,Porto,,Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Heavy Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Another Life,4.87M,203049,1,1,0.99,0.99
Live After Death,Iron Maiden,Porto,,Smith/Dickinson,Portugal,35,masampaio@sapo.pt,Madalena,Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,2 Minutes To Midnight,8.80M,366550,1,1,0.99,0.99
Brave New World,Iron Maiden,Porto,,David Murray/Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Rock,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,The Thin Line Between Love & Hate,20.27M,506801,1,1,0.99,0.99
Fear Of The Dark,Iron Maiden,Porto,,Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Rock,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,The Fugitive,11.77M,294112,1,1,0.99,0.99
Live After Death,Iron Maiden,Porto,,Harris,Portugal,35,masampaio@sapo.pt,Madalena,Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Run to the Hills,5.56M,231627,1,2,1.98,0.99
Live At Donington 1992 (Disc 1),Iron Maiden,Porto,,,Portugal,35,masampaio@sapo.pt,Madalena,Rock,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Wrathchild,4.18M,174106,1,2,1.98,0.99
Blue Moods,Incognito,Porto,,G Harvey/R Hope-Taylor,Portugal,35,masampaio@sapo.pt,Madalena,Jazz,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,She Wears Black,17.62M,528666,1,3,2.97,0.99
Brave New World,Iron Maiden,Porto,,Adrian Smith/Bruce Dickinson/Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Rock,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,The Wicker Man,11.02M,275539,1,3,2.97,0.99
Iron Maiden,Iron Maiden,Porto,,Harris/Paul DiÂ´Anno,Portugal,35,masampaio@sapo.pt,Madalena,Blues,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,04 - Running Free,4.74M,197276,1,4,3.96,0.99
A Real Dead One,Iron Maiden,Porto,,Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Where Eagles Dare,4.63M,289358,1,4,3.96,0.99
A Real Live One,Iron Maiden,Porto,,Adrian Smith/Bruce Dickinson/Steve Harris,Portugal,35,masampaio@sapo.pt,Madalena,Metal,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Can I Play With Madness,4.52M,282488,1,4,3.96,0.99
Blue Moods,Incognito,Porto,,Patrick Claher/Richard Bull,Portugal,35,masampaio@sapo.pt,Madalena,Jazz,4/10/12 00:00,355,Sampaio,MPEG audio file,+351 (225) 022-448,,Europe,,Magnetic Ocean,10.72M,321123,1,5,4.95,0.99
A Matter of Life and Death,Iron Maiden,Porto,,,Portugal,35,masampaio@sapo.pt,Madalena,Rock,4/10/12 00:00,355,Sampaio,Protected AAC audio file,+351 (225) 022-448,,Europe,,For the Greater Good of God,9.37M,564893,1,5,4.95,0.99
Live At Donington 1992 (Disc 2),Iron Maiden,Warsaw,,,Poland,49,stanisÅ‚aw.wÃ³jcik@wp.pl,Stanislaw,Rock,4/18/12 00:00,356,Wajcik,MPEG audio file,+48 22 828 37 39,00-358,Europe,,Hallowed Be Thy Name,10.75M,447791,1,2,1.98,0.99
No Prayer For The Dying,Iron Maiden,London,,Steve Harris,United Kingdom,52,emma_jones@hotmail.com,Emma,Metal,5/1/12 00:00,358,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,No Prayer For The Dying,4.23M,263941,1,2,1.98,0.99
Live At Donington 1992 (Disc 2),Iron Maiden,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,5/1/12 00:00,357,MuÃ±oz,MPEG audio file,+34 914 454 454,28015,Europe,,Sanctuary,7.65M,318511,1,4,3.96,0.99
Live At Donington 1992 (Disc 2),Iron Maiden,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,5/1/12 00:00,357,MuÃ±oz,MPEG audio file,+34 914 454 454,28015,Europe,,The Trooper,5.59M,232672,1,5,4.95,0.99
No Prayer For The Dying,Iron Maiden,London,,Bruce Dickinson/Steve Harris,United Kingdom,52,emma_jones@hotmail.com,Emma,Metal,5/1/12 00:00,358,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,Tailgunner,4.09M,255582,1,5,4.95,0.99
No Prayer For The Dying,Iron Maiden,Edinburgh,,Bruce Dickinson,United Kingdom,54,steve.murray@yahoo.uk,Steve,Metal,5/2/12 00:00,359,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Bring Your Daughter... ...To The Slaughter,4.55M,284238,1,2,1.98,0.99
No Prayer For The Dying,Iron Maiden,Edinburgh,,David Murray/Steve Harris,United Kingdom,54,steve.murray@yahoo.uk,Steve,Metal,5/2/12 00:00,359,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Fates Warning,4.02M,250853,1,2,1.98,0.99
Piece Of Mind,Iron Maiden,Edinburgh,,Steve Harris,United Kingdom,54,steve.murray@yahoo.uk,Steve,Metal,5/2/12 00:00,359,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Where Eagles Dare,5.91M,369554,1,2,1.98,0.99
No Prayer For The Dying,Iron Maiden,Edinburgh,,Bruce Dickinson/Steve Harris,United Kingdom,54,steve.murray@yahoo.uk,Steve,Metal,5/2/12 00:00,359,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Run Silent Run Deep,4.41M,275408,1,4,3.96,0.99
Piece Of Mind,Iron Maiden,Delhi,,Steve Harris,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,To Tame A Land,7.13M,445283,1,1,0.99,0.99
Rock In Rio [CD1],Iron Maiden,Delhi,,Steve Harris,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,Sign Of The Cross,25.97M,649116,1,3,2.97,0.99
Powerslave,Iron Maiden,Delhi,,Dickinson,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,Flash of The Blade,5.83M,242729,1,4,3.96,0.99
Powerslave,Iron Maiden,Delhi,,Harris,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,Rime of the Ancient Mariner,19.60M,816509,1,4,3.96,0.99
Piece Of Mind,Iron Maiden,Delhi,,Steve Harris,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,The Trooper,4.02M,251454,1,5,4.95,0.99
Rock In Rio [CD1],Iron Maiden,Delhi,,Bruce Dickinson/David Murray/Steve Harris,India,58,manoj.pareek@rediff.com,Manoj,Metal,5/3/12 00:00,360,Pareek,MPEG audio file,+91 0124 39883988,110017,Asia,,Brave New World,14.68M,366785,1,5,4.95,0.99
Seventh Son of a Seventh Son,Iron Maiden,Prague,JetBrains s.r.o.,Adrian Smith; Bruce Dickinson; Steve Harris,Czech Republic,5,frantisekw@jetbrains.com,Frank,Metal,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,The Clairvoyant,6.41M,267023,1,1,0.99,0.99
The Number of The Beast,Iron Maiden,Prague,JetBrains s.r.o.,Adrian Smith/Clive Burr/Steve Harris,Czech Republic,5,frantisekw@jetbrains.com,Frank,Metal,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Gangland,3.20M,228440,1,2,1.98,0.99
Seventh Son of a Seventh Son,Iron Maiden,Prague,JetBrains s.r.o.,Adrian Smith; Bruce Dickinson,Czech Republic,5,frantisekw@jetbrains.com,Frank,Metal,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Moonchild,8.18M,340767,1,4,3.96,0.99
The X Factor,Iron Maiden,Prague,JetBrains s.r.o.,Steve Harris,Czech Republic,5,frantisekw@jetbrains.com,Frank,Rock,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Sign Of The Cross,27.12M,678008,1,4,3.96,0.99
Somewhere in Time,Iron Maiden,Prague,JetBrains s.r.o.,Adrian Smith,Czech Republic,5,frantisekw@jetbrains.com,Frank,Metal,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Stranger in a Strange Land,8.27M,344502,1,5,4.95,0.99
The X Factor,Iron Maiden,Prague,JetBrains s.r.o.,Steve Harris,Czech Republic,5,frantisekw@jetbrains.com,Frank,Rock,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Judgement Of Heaven,12.50M,312476,1,5,4.95,0.99
Virtual XI,Iron Maiden,Prague,JetBrains s.r.o.,Blaze Bayley/Janick Gers,Czech Republic,5,frantisekw@jetbrains.com,Frank,Rock,5/6/12 00:00,361,Wichterlovai,MPEG audio file,+420 2 4172 5555,14700,Europe,,Como Estais Amigos,13.21M,330292,1,5,4.95,0.99
Get Born,JET,Edmonton,Telus,C. Muncey/N. Cester,Canada,14,mphilips12@shaw.ca,Mark,Alternative & Punk,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Take It Or Leave It,4.64M,142889,1,1,0.99,0.99
The Return Of The Space Cowboy,Jamiroquai,Edmonton,Telus,Toby Smith,Canada,14,mphilips12@shaw.ca,Mark,Electronica/Dance,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Light Years,11.80M,354560,1,1,0.99,0.99
Jorge Ben Jor 25 Anos,Jorge Ben,Edmonton,Telus,,Canada,14,mphilips12@shaw.ca,Mark,Latin,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Os Alquimistas EstÃ£o Chegando,12.30M,367281,1,1,0.99,0.99
Sex Machine,James Brown,Edmonton,Telus,Full Force/James Brown,Canada,14,mphilips12@shaw.ca,Mark,R&B/Soul,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,I'm Real,11.18M,334236,1,1,0.99,0.99
Synkronized,Jamiroquai,Edmonton,Telus,Derrick McKenzie/Jay Kay/Toby Smith,Canada,14,mphilips12@shaw.ca,Mark,R&B/Soul,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Destitute Illusions,11.45M,340218,1,2,1.98,0.99
Are You Experienced?,Jimi Hendrix,Edmonton,Telus,Jimi Hendrix,Canada,14,mphilips12@shaw.ca,Mark,Rock,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,The Wind Cries Mary,6.54M,200463,1,3,2.97,0.99
Jota Quest-1995,Jota Quest,Edmonton,Telus,,Canada,14,mphilips12@shaw.ca,Mark,Latin,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Sem Sentido,8.29M,250462,1,4,3.96,0.99
Are You Experienced?,Jimi Hendrix,Edmonton,Telus,Jimi Hendrix,Canada,14,mphilips12@shaw.ca,Mark,Rock,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,May This Be Love,6.24M,191216,1,4,3.96,0.99
Get Born,JET,Edmonton,Telus,C. Muncey/N. Cester,Canada,14,mphilips12@shaw.ca,Mark,Alternative & Punk,5/11/12 00:00,362,Philips,MPEG audio file,+1 (780) 434-4554,T6G 2C7,North  America,AB,Are You Gonna Be My Girl,6.99M,213890,1,5,4.95,0.99
Living After Midnight,Judas Priest,Salt Lake City,,,USA,28,jubarnett@gmail.com,Julia,Metal,5/19/12 00:00,363,Barnett,MPEG audio file,+1 (801) 531-7272,84102,North  America,UT,You've Got Another Thing Comin',9.96M,305162,1,5,4.95,0.99
Living After Midnight,Judas Priest,Halifax,,,Canada,31,marthasilk@gmail.com,Martha,Metal,6/1/12 00:00,365,Silk,MPEG audio file,+1 (902) 450-0450,B3S 1C5,North  America,NS,Metal Meltdown,9.39M,290664,1,1,0.99,0.99
Living After Midnight,Judas Priest,Toronto,,,Canada,29,robbrown@shaw.ca,Robert,Metal,6/1/12 00:00,364,Brown,MPEG audio file,+1 (416) 363-8888,M6J 1V1,North  America,ON,Freewheel Burning,8.71M,265952,1,3,2.97,0.99
Living After Midnight,Judas Priest,Halifax,,,Canada,31,marthasilk@gmail.com,Martha,Metal,6/1/12 00:00,365,Silk,MPEG audio file,+1 (902) 450-0450,B3S 1C5,North  America,NS,Diamonds And Rust (Live),7.16M,219350,1,5,4.95,0.99
Living After Midnight,Judas Priest,Toronto,,,Canada,29,robbrown@shaw.ca,Robert,Metal,6/1/12 00:00,364,Brown,MPEG audio file,+1 (416) 363-8888,M6J 1V1,North  America,ON,Turbo Lover,11.07M,335542,1,5,4.95,0.99
Unplugged [Live],Kiss,Yellowknife,,"Paul Stanley, Bob Ezrin, Kim Fowley",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,6/2/12 00:00,366,Sullivan,MPEG audio file,+1 (867) 920-2233,X1A 1N6,North  America,NT,Do You Love Me,6.34M,193619,1,1,0.99,0.99
Unplugged [Live],Kiss,Yellowknife,,Gene Simmons,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,6/2/12 00:00,366,Sullivan,MPEG audio file,+1 (867) 920-2233,X1A 1N6,North  America,NT,Plaster Caster,6.53M,198060,1,2,1.98,0.99
Unplugged [Live],Kiss,Yellowknife,,"Paul Stanley, Vincent Poncia",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,6/2/12 00:00,366,Sullivan,MPEG audio file,+1 (867) 920-2233,X1A 1N6,North  America,NT,Sure Know Something,8.38M,254354,1,3,2.97,0.99
Living After Midnight,Judas Priest,Yellowknife,,,Canada,33,ellie.sullivan@shaw.ca,Ellie,Metal,6/2/12 00:00,366,Sullivan,MPEG audio file,+1 (867) 920-2233,X1A 1N6,North  America,NT,Tyrant (Live),9.19M,282253,1,5,4.95,0.99
Unplugged [Live],Kiss,Frankfurt,,Gene Simmons,Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Nothin' To Lose,7.35M,222354,1,2,1.98,0.99
BBC Sessions [Disc 2] [Live],Led Zeppelin,Frankfurt,,Robert Plant,Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Going To California,7.65M,234605,1,2,1.98,0.99
Coda,Led Zeppelin,Frankfurt,,Ben E.King/James Bethea,Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,We're Gonna Groove,5.18M,157570,1,2,1.98,0.99
Coda,Led Zeppelin,Frankfurt,,"Jimmy Page, Robert Plant",Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Ozone Baby,7.08M,215954,1,2,1.98,0.99
BBC Sessions [Disc 2] [Live],Led Zeppelin,Frankfurt,,John Paul Jones/Robert Plant,Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Since I've Been Loving You,13.47M,416365,1,4,3.96,0.99
Unplugged [Live],Kiss,Frankfurt,,Paul Stanley,Germany,37,fzimmermann@yahoo.de,Fynn,Rock,6/3/12 00:00,367,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,I Still Love You,12.09M,369815,1,5,4.95,0.99
Led Zeppelin I,Led Zeppelin,Dijon,,Jimmy Page,France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Dazed and Confused,12.61M,386063,1,2,1.98,0.99
Led Zeppelin II,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Ramble On,9.20M,275591,1,2,1.98,0.99
Led Zeppelin II,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Whole Lotta Love,11.03M,334471,1,2,1.98,0.99
Led Zeppelin III,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant, John Paul Jones",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Since I've Been Loving You,14.48M,444055,1,2,1.98,0.99
Led Zeppelin III,Led Zeppelin,Dijon,,Traditional,France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Hats Off To (Roy) Harper,7.24M,219376,1,2,1.98,0.99
Houses Of The Holy,Led Zeppelin,Dijon,,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Over The Hills And Far Away,9.55M,290089,1,5,4.95,0.99
In Through The Out Door,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant & John Paul Jones",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,I'm Gonna Crawl,10.74M,329639,1,5,4.95,0.99
In Through The Out Door,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant & John Paul Jones",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,In The Evening,13.40M,410566,1,5,4.95,0.99
IV,Led Zeppelin,Dijon,,"Jimmy Page, Robert Plant",France,43,isabelle_mercier@apple.fr,Isabelle,Rock,6/6/12 00:00,368,Mercier,MPEG audio file,+33 03 80 73 66 99,21000,Europe,,Four Sticks,9.48M,284447,1,5,4.95,0.99
A TempestadeTempestade Ou O Livro Dos Dias,LegiÃ£o Urbana,London,,Renato Russo,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,6/11/12 00:00,369,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,L'Avventura,9.17M,278256,1,1,0.99,0.99
A TempestadeTempestade Ou O Livro Dos Dias,LegiÃ£o Urbana,London,,Renato Russo,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,6/11/12 00:00,369,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,Leila,10.61M,323056,1,1,0.99,0.99
Mais Do Mesmo,LegiÃ£o Urbana,London,,Renato Russo,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,6/11/12 00:00,369,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,Tempo Perdido,9.96M,302158,1,1,0.99,0.99
Lulu Santos - RCA 100 Anos De MÃºsica - Ãlbum 01,Lulu Santos,London,,,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,6/11/12 00:00,369,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,Assim Caminha A Humanidade,6.99M,210755,1,1,0.99,0.99
Barulhinho Bom,Marisa Monte,London,,Caetano Veloso e Gilberto Gil,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,6/11/12 00:00,369,Jones,MPEG audio file,+44 020 7707 0707,N1 5LH,Europe,,Panis Et Circenses,6.32M,192339,1,1,0.99,0.99
